segments.date,customer.id,customer.descriptive_name,campaign.id,campaign.name,campaign.status,campaign.advertising_channel_type,ad_group.id,ad_group.name,ad_group.status,segments.device,segments.ad_network_type,segments.product_item_id,segments.product_title,segments.product_brand,segments.product_type_l1,segments.product_type_l2,ad_group_criterion.keyword.text,ad_group_criterion.keyword.match_type,metrics.impressions,metrics.clicks,metrics.cost_micros,metrics.ctr,metrics.average_cpc,metrics.average_cpm,metrics.conversions,metrics.conversions_value,metrics.all_conversions,metrics.all_conversions_value,metrics.cost_per_conversion,metrics.conversions_from_interactions_rate,metrics.value_per_conversion,metrics.search_impression_share,metrics.search_budget_lost_impression_share,metrics.search_rank_lost_impression_share,metrics.view_through_conversions,metrics.interaction_rate
2025-01-02,1234567890,Sporthink TR,7270784522,SP_Google_Search_SporAyakkabi,ENABLED,SEARCH,3676965130,adidas_spor_ayakkabı_exact,ENABLED,DESKTOP,SEARCH,,,,,,adidas spor ayakkabı,EXACT,513,12,21371000,0.023392,1617587,41594005,0.5,638.38,0.6,723.07,43614285,0.041667,1302.82,0.3,0.12,0.58,2,0.023392
2025-01-02,1234567890,Sporthink TR,7270784522,SP_Google_Search_SporAyakkabi,ENABLED,SEARCH,3676965130,adidas_spor_ayakkabı_exact,ENABLED,TABLET,SEARCH,,,,,,adidas spor ayakkabı,EXACT,102,2,4274200,0.019608,1617587,41594005,0.1,127.68,0.1,142.45,43614285,0.05,1302.82,0.3,0.12,0.58,2,0.019608
2025-01-02,1234567890,Sporthink TR,7270784522,SP_Google_Search_SporAyakkabi,ENABLED,SEARCH,3541592110,sneaker_broad,ENABLED,MOBILE,SEARCH,,,,,,sneaker,BROAD,226,16,26274000,0.070796,1531047,116153846,0.9,2275.46,1.0,2511.78,28312499,0.05625,2452.01,0.57,0.14,0.29,3,0.070796
2025-01-02,1234567890,Sporthink TR,7270784522,SP_Google_Search_SporAyakkabi,ENABLED,SEARCH,3541592110,sneaker_broad,ENABLED,DESKTOP,SEARCH,,,,,,sneaker,BROAD,136,10,15854999,0.073529,1531047,116153846,0.6,1373.12,0.7,1605.98,28312499,0.06,2452.01,0.57,0.14,0.29,3,0.073529
2025-01-02,1234567890,Sporthink TR,7270784522,SP_Google_Search_SporAyakkabi,ENABLED,SEARCH,3541592110,sneaker_broad,ENABLED,TABLET,SEARCH,,,,,,sneaker,BROAD,27,2,3171000,0.074074,1531047,116153846,0.1,274.62,0.1,296.48,28312499,0.05,2452.01,0.57,0.14,0.29,3,0.074074
2025-01-02,1234567890,Sporthink TR,7270784522,SP_Google_Search_SporAyakkabi,ENABLED,SEARCH,1901783825,günlük_spor_ayakkabı_broad,ENABLED,MOBILE,SEARCH,,,,,,günlük spor ayakkabı,BROAD,203,5,22434400,0.024631,3603417,110199430,0.3,300.06,0.3,356.28,77360000,0.06,1034.7,0.71,0.19,0.1,1,0.024631
2025-01-02,1234567890,Sporthink TR,7270784522,SP_Google_Search_SporAyakkabi,ENABLED,SEARCH,1901783825,günlük_spor_ayakkabı_broad,ENABLED,DESKTOP,SEARCH,,,,,,günlük spor ayakkabı,BROAD,122,3,13538000,0.02459,3603417,110199430,0.2,181.07,0.2,217.04,77360000,0.066667,1034.7,0.71,0.19,0.1,1,0.02459
2025-01-02,1234567890,Sporthink TR,7270784522,SP_Google_Search_SporAyakkabi,ENABLED,SEARCH,1901783825,günlük_spor_ayakkabı_broad,ENABLED,TABLET,SEARCH,,,,,,günlük spor ayakkabı,BROAD,24,0,2707600,0.0,3603417,110199430,0.0,36.21,0.0,39.48,77360000,0.0,1034.7,0.71,0.19,0.1,1,0.0
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,5330695628,krampon_exact,ENABLED,MOBILE,SEARCH,,,,,,krampon,EXACT,56,3,15584599,0.053571,4229417,277010309,0.2,428.86,0.2,452.7,67175000,0.066667,1848.52,0.55,0.19,0.26,3,0.053571
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,5330695628,krampon_exact,ENABLED,DESKTOP,SEARCH,,,,,,krampon,EXACT,33,2,9404500,0.060606,4229417,277010309,0.1,258.79,0.1,288.95,67175000,0.05,1848.52,0.55,0.19,0.26,3,0.060606
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,5330695628,krampon_exact,ENABLED,TABLET,SEARCH,,,,,,krampon,EXACT,6,0,1880900,0.0,4229417,277010309,0.0,51.76,0.0,54.63,67175000,0.0,1848.52,0.55,0.19,0.26,3,0.0
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,7711146113,halı_saha_ayakkabısı_exact,ENABLED,MOBILE,SEARCH,,,,,,halı saha ayakkabısı,EXACT,347,8,26558200,0.023055,3110044,76444073,0.4,384.35,0.4,416.71,65414285,0.05,946.69,0.29,0.16,0.55,3,0.023055
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,7711146113,halı_saha_ayakkabısı_exact,ENABLED,DESKTOP,SEARCH,,,,,,halı saha ayakkabısı,EXACT,209,4,16026499,0.019139,3110044,76444073,0.2,231.94,0.2,271.77,65414285,0.05,946.69,0.29,0.16,0.55,3,0.019139
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,7711146113,halı_saha_ayakkabısı_exact,ENABLED,TABLET,SEARCH,,,,,,halı saha ayakkabısı,EXACT,41,0,3205300,0.0,3110044,76444073,0.0,46.39,0.0,53.85,65414285,0.0,946.69,0.29,0.16,0.55,3,0.0
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,4205801685,nike_krampon_exact,ENABLED,MOBILE,SEARCH,,,,,,nike krampon,EXACT,67,4,27584799,0.059701,6353986,410000000,0.2,350.58,0.2,398.48,158533333,0.05,2014.83,0.39,0.06,0.55,2,0.059701
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,4205801685,nike_krampon_exact,ENABLED,DESKTOP,SEARCH,,,,,,nike krampon,EXACT,40,2,16645999,0.05,6353986,410000000,0.1,211.56,0.1,238.59,158533333,0.05,2014.83,0.39,0.06,0.55,2,0.05
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,4205801685,nike_krampon_exact,ENABLED,TABLET,SEARCH,,,,,,nike krampon,EXACT,8,0,3329200,0.0,6353986,410000000,0.0,42.31,0.0,48.63,158533333,0.0,2014.83,0.39,0.06,0.55,2,0.0
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,209969230,adidas_krampon_phrase,ENABLED,MOBILE,SEARCH,,,,,,adidas krampon,PHRASE,59,4,30014999,0.067797,6284881,507352941,0.2,237.94,0.2,262.37,172500000,0.05,1367.47,0.83,0.04,0.13,2,0.067797
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,209969230,adidas_krampon_phrase,ENABLED,DESKTOP,SEARCH,,,,,,adidas krampon,PHRASE,35,2,18112500,0.057143,6284881,507352941,0.1,143.58,0.1,157.74,172500000,0.05,1367.47,0.83,0.04,0.13,2,0.057143
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,209969230,adidas_krampon_phrase,ENABLED,TABLET,SEARCH,,,,,,adidas krampon,PHRASE,7,0,3622500,0.0,6284881,507352941,0.0,28.72,0.0,33.56,172500000,0.0,1367.47,0.83,0.04,0.13,2,0.0
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,7318826801,çocuk_krampon_broad,ENABLED,MOBILE,SEARCH,,,,,,çocuk krampon,BROAD,27,1,12423600,0.037037,7084787,446250000,0.1,79.39,0.1,89.43,214200000,0.1,1368.8,0.7,0.16,0.14,1,0.037037
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,7318826801,çocuk_krampon_broad,ENABLED,DESKTOP,SEARCH,,,,,,çocuk krampon,BROAD,16,1,7496999,0.0625,7084787,446250000,0.0,47.91,0.0,53.67,214200000,0.0,1368.8,0.7,0.16,0.14,1,0.0625
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,7318826801,çocuk_krampon_broad,ENABLED,TABLET,SEARCH,,,,,,çocuk krampon,BROAD,3,0,1499400,0.0,7084787,446250000,0.0,9.58,0.0,10.29,214200000,0.0,1368.8,0.7,0.16,0.14,1,0.0
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,1006870393,futbol_ayakkabısı_broad,ENABLED,MOBILE,SEARCH,,,,,,futbol ayakkabısı,BROAD,53,3,14592799,0.056604,3667381,270537634,0.2,164.09,0.2,177.21,83866666,0.066667,943.03,0.58,0.11,0.31,2,0.056604
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,1006870393,futbol_ayakkabısı_broad,ENABLED,DESKTOP,SEARCH,,,,,,futbol ayakkabısı,BROAD,32,2,8806000,0.0625,3667381,270537634,0.1,99.02,0.1,109.48,83866666,0.05,943.03,0.58,0.11,0.31,2,0.0625
2025-01-02,1234567890,Sporthink TR,7154389682,SP_Google_Search_Krampon,ENABLED,SEARCH,1006870393,futbol_ayakkabısı_broad,ENABLED,TABLET,SEARCH,,,,,,futbol ayakkabısı,BROAD,6,0,1761200,0.0,3667381,270537634,0.0,19.8,0.0,21.87,83866666,0.0,943.03,0.58,0.11,0.31,2,0.0
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,3938059899,ag_krampon,ENABLED,DESKTOP,SEARCH,SP-AYK-KR-110,Skechers Copa Pure II Elite FG Erkek Krampon,Skechers,Ayakkabı,Krampon,,,335,4,19230000,0.01194,3938354,57402985,0.1,386.04,0.1,424.64,192299999,0.025,3860.4,0.41,0.15,0.23,3,0.01194
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,509704131,ag_sneaker,ENABLED,MOBILE,SEARCH,SP-AYK-SN-046,Reebok Old Skool Unisex Sneaker,Reebok,Ayakkabı,Sneaker,,,214,10,20100000,0.046729,1940143,93925233,0.3,681.49,0.3,749.64,67000000,0.03,2271.63,0.62,0.14,0.08,2,0.046729
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,6823722812,ag_krampon,ENABLED,DESKTOP,SEARCH,SP-AYK-KR-105,Skechers Mercurial Superfly 9 Elite FG Erkek Krampon,Skechers,Ayakkabı,Krampon,,,363,13,14870000,0.035813,1142271,40964187,0.2,1040.7,0.2,1144.77,74350000,0.015385,5203.5,0.52,0.13,0.19,4,0.035813
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,8053792643,ag_basketbol_ayakkabısı,ENABLED,MOBILE,SEARCH,SP-AYK-BK-114,Columbia LeBron XXI Erkek Basketbol Ayakkabısı,Columbia,Ayakkabı,Basketbol Ayakkabısı,,,360,13,13620000,0.036111,1007529,37833333,0.6,2207.23,0.7,2427.95,22700000,0.046154,3678.72,0.45,0.14,0.06,5,0.036111
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,6163787031,ag_günlük_ayakkabı,ENABLED,MOBILE,SEARCH,SP-AYK-GN-085,Hummel Lite Racer Adapt 6.0 Erkek Günlük Ayakkabı,Hummel,Ayakkabı,Günlük Ayakkabı,,,331,4,19830000,0.012085,4712214,59909365,0.2,254.79,0.2,280.27,99149999,0.05,1273.95,0.5,0.09,0.14,1,0.012085
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,4110847722,ag_terlik,ENABLED,DESKTOP,SEARCH,SP-AYK-TR-140,Reebok Victori One Slide Unisex Terlik,Reebok,Ayakkabı,Terlik,,,72,2,4730000,0.027778,2205738,65694444,0.1,62.56,0.1,68.82,47300000,0.05,625.6,0.58,0.14,0.13,3,0.027778
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,2619660500,ag_sneaker,ENABLED,DESKTOP,SEARCH,SP-AYK-SN-041,Columbia Stan Smith Erkek Sneaker,Columbia,Ayakkabı,Sneaker,,,25,1,7240000,0.04,4929501,289600000,0.0,0.0,0.0,0.0,72399999,0.0,0.0,0.55,0.13,0.05,3,0.04
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,6488378228,ag_bot_ve_çizme,ENABLED,DESKTOP,SEARCH,SP-AYK-BT-178,Crocs Manoa Leather Erkek Bot,Crocs,Ayakkabı,Bot ve Çizme,,,127,3,6380000,0.023622,1773198,50236220,0.1,310.22,0.1,341.24,63800000,0.033333,3102.2,0.45,0.14,0.24,3,0.023622
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,2197299149,ag_sneaker,ENABLED,MOBILE,SEARCH,SP-AYK-SN-033,Vans Air Force 1 '07 Erkek Sneaker,Vans,Ayakkabı,Sneaker,,,443,8,14800000,0.018059,1662382,33408577,0.2,677.64,0.2,745.4,74000000,0.025,3388.2,0.53,0.05,0.07,3,0.018059
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,491230641,ag_terlik,ENABLED,MOBILE,SEARCH,SP-AYK-TR-157,Asics Adilette Comfort Kadın Terlik,Asics,Ayakkabı,Terlik,,,79,2,10340000,0.025316,4686042,130886075,0.1,81.92,0.1,90.11,103399999,0.05,819.2,0.26,0.12,0.09,5,0.025316
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,1889759213,ag_krampon,ENABLED,MOBILE,SEARCH,SP-AYK-KR-104,Adidas Mercurial Superfly 9 Elite FG Erkek Krampon,Adidas,Ayakkabı,Krampon,,,79,3,11370000,0.037975,3095584,143924050,0.1,471.02,0.1,518.12,113699999,0.033333,4710.2,0.24,0.11,0.17,5,0.037975
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,7522550585,ag_sneaker,ENABLED,DESKTOP,SEARCH,SP-AYK-SN-067,Salomon Suede Classic XXI Erkek Sneaker,Salomon,Ayakkabı,Sneaker,,,24,1,7580000,0.041667,5838205,315833333,0.0,0.0,0.0,0.0,75800000,0.0,0.0,0.74,0.03,0.2,4,0.041667
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,5348394466,ag_koşu_ayakkabısı,ENABLED,MOBILE,SEARCH,SP-AYK-KS-010,Converse Ultraboost Light Kadın Koşu Ayakkabısı,Converse,Ayakkabı,Koşu Ayakkabısı,,,108,4,22020000,0.037037,5138584,203888888,0.1,385.91,0.1,424.5,220200000,0.025,3859.1,0.62,0.05,0.17,1,0.037037
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,57270367,ag_sneaker,ENABLED,DESKTOP,SEARCH,SP-AYK-SN-051,The North Face Old Skool Kadın Sneaker,The North Face,Ayakkabı,Sneaker,,,107,2,12820000,0.018692,5701002,119813084,0.1,171.83,0.1,189.01,128199999,0.05,1718.3,0.54,0.13,0.12,2,0.018692
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,3254083108,ag_sneaker,ENABLED,MOBILE,SEARCH,SP-AYK-SN-032,Hummel Air Force 1 '07 Kadın Sneaker,Hummel,Ayakkabı,Sneaker,,,23,1,5130000,0.043478,3101923,223043478,0.0,0.0,0.0,0.0,51300000,0.0,0.0,0.32,0.03,0.22,1,0.043478
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,7842136409,ag_koşu_ayakkabısı,ENABLED,TABLET,SEARCH,SP-AYK-KS-016,Asics Gel-Nimbus 26 Kadın Koşu Ayakkabısı,Asics,Ayakkabı,Koşu Ayakkabısı,,,50,2,9000000,0.04,4095878,180000000,0.0,0.0,0.0,0.0,90000000,0.0,0.0,0.63,0.11,0.15,1,0.04
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,9703423094,ag_outdoor_ayakkabı,ENABLED,DESKTOP,SEARCH,SP-AYK-OD-131,New Balance Terrex AX4 Kadın Outdoor Ayakkabı,New Balance,Ayakkabı,Outdoor Ayakkabı,,,775,17,19590000,0.021935,1113887,25277419,0.3,814.5,0.3,895.95,65300000,0.017647,2715.0,0.22,0.09,0.25,4,0.021935
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,6011045968,ag_koşu_ayakkabısı,ENABLED,MOBILE,SEARCH,SP-AYK-KS-026,Adidas Fresh Foam X 1080v13 Kadın Koşu Ayakkabısı,Adidas,Ayakkabı,Koşu Ayakkabısı,,,60,3,18050000,0.05,5488283,300833333,0.1,332.79,0.1,366.07,180500000,0.033333,3327.9,0.72,0.09,0.18,5,0.05
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,2032336042,ag_terlik,ENABLED,MOBILE,SEARCH,SP-AYK-TR-168,Skechers Arizona Erkek Sandalet,Skechers,Ayakkabı,Terlik,,,84,2,9130000,0.02381,3603037,108690476,0.1,152.28,0.1,167.51,91300000,0.05,1522.8,0.21,0.05,0.18,4,0.02381
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,2311840142,ag_terlik,ENABLED,TABLET,SEARCH,SP-AYK-TR-152,Columbia Adilette Comfort Unisex Terlik,Columbia,Ayakkabı,Terlik,,,59,2,12000000,0.033898,4814992,203389830,0.0,0.0,0.0,0.0,120000000,0.0,0.0,0.3,0.12,0.16,5,0.033898
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,1827174497,ag_halı_saha_ayakkabısı,ENABLED,DESKTOP,SEARCH,SP-AYK-HS-102,Birkenstock Future 7 Play TT Erkek Halı Saha,Birkenstock,Ayakkabı,Halı Saha Ayakkabısı,,,186,6,15970000,0.032258,2594472,85860215,0.3,450.34,0.3,495.37,53233333,0.05,1501.13,0.3,0.1,0.22,5,0.032258
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,8348578842,ag_sneaker,ENABLED,DESKTOP,SEARCH,SP-AYK-SN-060,Puma Chuck Taylor All Star Kadın Sneaker,Puma,Ayakkabı,Sneaker,,,451,5,19180000,0.011086,3282069,42527716,0.1,158.8,0.1,174.68,191799999,0.02,1588.0,0.53,0.07,0.21,4,0.011086
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,8257151411,ag_koşu_ayakkabısı,ENABLED,DESKTOP,SEARCH,SP-AYK-KS-015,Asics Gel-Nimbus 26 Erkek Koşu Ayakkabısı,Asics,Ayakkabı,Koşu Ayakkabısı,,,135,3,18710000,0.022222,5427396,138592592,0.1,263.27,0.1,289.6,187100000,0.033333,2632.7,0.72,0.09,0.2,3,0.022222
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,4350188269,ag_terlik,ENABLED,MOBILE,SEARCH,SP-AYK-TR-170,Skechers Arizona Unisex Sandalet,Skechers,Ayakkabı,Terlik,,,101,4,6920000,0.039604,1491036,68514851,0.2,434.98,0.2,478.48,34599999,0.05,2174.9,0.39,0.12,0.08,2,0.039604
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,9015617795,ag_günlük_ayakkabı,ENABLED,DESKTOP,SEARCH,SP-AYK-GN-081,Hummel Tanjun Erkek Günlük Ayakkabı,Hummel,Ayakkabı,Günlük Ayakkabı,,,100,4,14580000,0.04,3431996,145800000,0.1,143.91,0.1,158.3,145799999,0.025,1439.1,0.52,0.08,0.1,2,0.04
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,2925761747,ag_terlik,ENABLED,TABLET,SEARCH,SP-AYK-TR-166,Puma Arizona Kadın Sandalet,Puma,Ayakkabı,Terlik,,,695,18,20060000,0.025899,1078324,28863309,0.5,1187.34,0.6,1306.07,40120000,0.027778,2374.68,0.48,0.04,0.23,0,0.025899
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,1201502674,ag_outdoor_ayakkabı,ENABLED,MOBILE,SEARCH,SP-AYK-OD-123,Hummel X Ultra 4 GTX Kadın Outdoor Ayakkabı,Hummel,Ayakkabı,Outdoor Ayakkabı,,,125,4,17600000,0.032,4397681,140800000,0.2,992.77,0.2,1092.05,88000000,0.05,4963.85,0.24,0.03,0.24,1,0.032
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,1596990574,ag_sneaker,ENABLED,DESKTOP,SEARCH,SP-AYK-SN-074,Lacoste Club C 85 Kadın Sneaker,Lacoste,Ayakkabı,Sneaker,,,23,1,7710000,0.043478,5798780,335217391,0.0,0.0,0.0,0.0,77100000,0.0,0.0,0.3,0.09,0.12,1,0.043478
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,973541654,ag_günlük_ayakkabı,ENABLED,MOBILE,SEARCH,SP-AYK-GN-090,Adidas Go Walk 7 Kadın Günlük Ayakkabı,Adidas,Ayakkabı,Günlük Ayakkabı,,,23,1,4710000,0.043478,2849310,204782608,0.0,0.0,0.0,0.0,47099999,0.0,0.0,0.29,0.09,0.23,0,0.043478
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,3969100338,ag_sneaker,ENABLED,DESKTOP,SEARCH,SP-AYK-SN-068,Salomon Suede Classic XXI Kadın Sneaker,Salomon,Ayakkabı,Sneaker,,,240,5,19060000,0.020833,3211150,79416666,0.2,458.05,0.2,503.86,95299999,0.04,2290.25,0.39,0.11,0.13,3,0.020833
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,2471564134,ag_koşu_ayakkabısı,ENABLED,MOBILE,SEARCH,SP-AYK-KS-029,Puma Nitro Elite 2 Erkek Koşu Ayakkabısı,Puma,Ayakkabı,Koşu Ayakkabısı,,,226,7,9000000,0.030973,1190593,39823008,0.2,802.2,0.2,882.42,45000000,0.028571,4011.0,0.6,0.03,0.1,4,0.030973
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,2462731219,ag_bot_ve_çizme,ENABLED,MOBILE,SEARCH,SP-AYK-BT-180,Salomon Nuptse II Erkek Bot,Salomon,Ayakkabı,Bot ve Çizme,,,361,12,17840000,0.033241,1453450,49418282,0.5,2019.35,0.6,2221.28,35680000,0.041667,4038.7,0.39,0.14,0.13,2,0.033241
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,8476802288,ag_terlik,ENABLED,MOBILE,SEARCH,SP-AYK-TR-165,Puma Arizona Erkek Sandalet,Puma,Ayakkabı,Terlik,,,78,2,16200000,0.025641,5473410,207692307,0.1,154.03,0.1,169.43,161999999,0.05,1540.3,0.65,0.1,0.23,4,0.025641
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,9904600752,ag_sneaker,ENABLED,MOBILE,SEARCH,SP-AYK-SN-055,Birkenstock Old Skool Unisex Sneaker,Birkenstock,Ayakkabı,Sneaker,,,44,2,12900000,0.045455,5860334,293181818,0.1,174.82,0.1,192.3,129000000,0.05,1748.2,0.72,0.09,0.15,0,0.045455
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,5443570372,ag_koşu_ayakkabısı,ENABLED,MOBILE,SEARCH,SP-AYK-KS-012,Columbia Ultraboost Light Kadın Koşu Ayakkabısı,Columbia,Ayakkabı,Koşu Ayakkabısı,,,114,4,22240000,0.035088,5143026,195087719,0.1,536.96,0.1,590.66,222399999,0.025,5369.6,0.23,0.08,0.05,4,0.035088
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,3804277848,ag_sneaker,ENABLED,DESKTOP,SEARCH,SP-AYK-SN-040,Birkenstock Stan Smith Unisex Sneaker,Birkenstock,Ayakkabı,Sneaker,,,898,14,20470000,0.01559,1402203,22795100,0.3,732.59,0.3,805.85,68233333,0.021429,2441.97,0.49,0.09,0.24,2,0.01559
2025-01-02,1234567890,Sporthink TR,9486946990,SP_Google_Shopping_Ayakkabi,ENABLED,SHOPPING,8832865293,ag_halı_saha_ayakkabısı,ENABLED,MOBILE,SEARCH,SP-AYK-HS-096,Salomon Predator Accuracy.3 TF Erkek Halı Saha,Salomon,Ayakkabı,Halı Saha Ayakkabısı,,,264,8,11230000,0.030303,1346356,42537878,0.3,420.06,0.3,462.07,37433333,0.0375,1400.2,0.53,0.09,0.19,1,0.030303
2025-01-02,1234567890,Sporthink TR,9960451725,SP_Google_Shopping_Giyim,ENABLED,SHOPPING,7277432056,ag_eşofman_takımı,ENABLED,MOBILE,SEARCH,SP-GYM-ET-069,Under Armour Basic 3-Stripes Erkek Eşofman Takımı,Under Armour,Giyim,Eşofman Takımı,,,32,1,8350000,0.03125,5141352,260937500,0.0,0.0,0.0,0.0,83499999,0.0,0.0,0.34,0.11,0.06,2,0.03125
2025-01-02,1234567890,Sporthink TR,9960451725,SP_Google_Shopping_Giyim,ENABLED,SHOPPING,2105062769,ag_forma,ENABLED,MOBILE,SEARCH,SP-GYM-FR-132,U.S. Polo Assn. Trabzonspor 2024/25 İç Saha Forması,U.S. Polo Assn.,Giyim,Forma,,,80,2,8279999,0.025,2885399,103500000,0.1,112.82,0.1,124.1,82799999,0.05,1128.2,0.63,0.06,0.07,1,0.025
2025-01-02,1234567890,Sporthink TR,9960451725,SP_Google_Shopping_Giyim,ENABLED,SHOPPING,3542243854,ag_eşofman_altı,ENABLED,DESKTOP,SEARCH,SP-GYM-EA-059,Jack & Jones Cotton Go Erkek Eşofman Altı,Jack & Jones,Giyim,Eşofman Altı,,,58,1,8250000,0.017241,5636747,142241379,0.0,0.0,0.0,0.0,82500000,0.0,0.0,0.62,0.09,0.23,2,0.017241
2025-01-02,1234567890,Sporthink TR,9960451725,SP_Google_Shopping_Giyim,ENABLED,SHOPPING,2894896493,ag_tişört,ENABLED,MOBILE,SEARCH,SP-GYM-TS-025,The North Face Tech Erkek Antrenman Tişört,The North Face,Giyim,Tişört,,,328,5,12850000,0.015244,2428009,39176829,0.1,70.8,0.1,77.88,128500000,0.02,708.0,0.22,0.11,0.1,1,0.015244
